state_prefix,constituency_name,candidate_name,party,party_abbreviation,incumbent,source_url,source_label,nomination_status
WB,Mal,Rakesh Kujur,Indian National Congress,INC,,https://res.cloudinary.com/dkplc2mbj/image/upload/v1774794864/PR_1_WB_Candidates_2026_72d9f09a56.pdf,Official INC West Bengal candidate list PDF (29 Mar 2026),manual_seed
WB,Nagrakata,Sanjay Kujur,All India Trinamool Congress,AITC,,https://static.aitcofficial.org/uploads/2026/03/AITC-Candidate-List-2026.pdf,Official AITC West Bengal candidate list PDF (Mar 2026),manual_seed
WB,Nagrakata,Shinu Munda,Indian National Congress,INC,,https://res.cloudinary.com/dkplc2mbj/image/upload/v1774794864/PR_1_WB_Candidates_2026_72d9f09a56.pdf,Official INC West Bengal candidate list PDF (29 Mar 2026),manual_seed
WB,Kalimpong,Santa Kumar Pradhan,Indian National Congress,INC,,https://res.cloudinary.com/dkplc2mbj/image/upload/v1774794864/PR_1_WB_Candidates_2026_72d9f09a56.pdf,Official INC West Bengal candidate list PDF (29 Mar 2026),manual_seed
WB,Darjeeling,Madhap Rai,Indian National Congress,INC,,https://res.cloudinary.com/dkplc2mbj/image/upload/v1774794864/PR_1_WB_Candidates_2026_72d9f09a56.pdf,Official INC West Bengal candidate list PDF (29 Mar 2026),manual_seed
WB,Kurseong,Saroj Kumar Khatri,Indian National Congress,INC,,https://res.cloudinary.com/dkplc2mbj/image/upload/v1774794864/PR_1_WB_Candidates_2026_72d9f09a56.pdf,Official INC West Bengal candidate list PDF (29 Mar 2026),manual_seed
WB,Matigara-Naxalbari,Sankar Malakar,All India Trinamool Congress,AITC,,https://static.aitcofficial.org/uploads/2026/03/AITC-Candidate-List-2026.pdf,Official AITC West Bengal candidate list PDF (Mar 2026),manual_seed
WB,Matigara-Naxalbari,Amitava Sarkar,Indian National Congress,INC,,https://res.cloudinary.com/dkplc2mbj/image/upload/v1774794864/PR_1_WB_Candidates_2026_72d9f09a56.pdf,Official INC West Bengal candidate list PDF (29 Mar 2026),manual_seed
WB,Siliguri,Goutam Deb,All India Trinamool Congress,AITC,,https://static.aitcofficial.org/uploads/2026/03/AITC-Candidate-List-2026.pdf,Official AITC West Bengal candidate list PDF (Mar 2026),manual_seed
WB,Siliguri,Aloke Dhara,Indian National Congress,INC,,https://res.cloudinary.com/dkplc2mbj/image/upload/v1774794864/PR_1_WB_Candidates_2026_72d9f09a56.pdf,Official INC West Bengal candidate list PDF (29 Mar 2026),manual_seed
WB,Phansidewa,Reena Toppo Ekka,All India Trinamool Congress,AITC,,https://static.aitcofficial.org/uploads/2026/03/AITC-Candidate-List-2026.pdf,Official AITC West Bengal candidate list PDF (Mar 2026),manual_seed
WB,Phansidewa,Smt. Nabanita Tirkey,Indian National Congress,INC,,https://res.cloudinary.com/dkplc2mbj/image/upload/v1774794864/PR_1_WB_Candidates_2026_72d9f09a56.pdf,Official INC West Bengal candidate list PDF (29 Mar 2026),manual_seed
WB,Chopra,Hamidul Rahaman,All India Trinamool Congress,AITC,,https://static.aitcofficial.org/uploads/2026/03/AITC-Candidate-List-2026.pdf,Official AITC West Bengal candidate list PDF (Mar 2026),manual_seed
WB,Chopra,Zakir Abedin,Indian National Congress,INC,,https://res.cloudinary.com/dkplc2mbj/image/upload/v1774794864/PR_1_WB_Candidates_2026_72d9f09a56.pdf,Official INC West Bengal candidate list PDF (29 Mar 2026),manual_seed
WB,Islampur,Kanaia Lal Aggarwal,All India Trinamool Congress,AITC,,https://static.aitcofficial.org/uploads/2026/03/AITC-Candidate-List-2026.pdf,Official AITC West Bengal candidate list PDF (Mar 2026),manual_seed
WB,Islampur,Smt. Guddi Riaz,Indian National Congress,INC,,https://res.cloudinary.com/dkplc2mbj/image/upload/v1775104277/PR_2_WB_INC_Candidates_2026_488ad7f539.pdf,Official INC West Bengal candidate update PDF (1 Apr 2026),manual_seed
WB,Goalpokhar,Md. Ghulam Rabbani,All India Trinamool Congress,AITC,,https://static.aitcofficial.org/uploads/2026/03/AITC-Candidate-List-2026.pdf,Official AITC West Bengal candidate list PDF (Mar 2026),manual_seed
WB,Goalpokhar,Masood Md Naseem Ahsen,Indian National Congress,INC,,https://res.cloudinary.com/dkplc2mbj/image/upload/v1774794864/PR_1_WB_Candidates_2026_72d9f09a56.pdf,Official INC West Bengal candidate list PDF (29 Mar 2026),manual_seed
WB,Chakulia,Minhajul Arfin Azad,All India Trinamool Congress,AITC,,https://static.aitcofficial.org/uploads/2026/03/AITC-Candidate-List-2026.pdf,Official AITC West Bengal candidate list PDF (Mar 2026),manual_seed
WB,Chakulia,Ali Imran Ramz (Victor),Indian National Congress,INC,,https://res.cloudinary.com/dkplc2mbj/image/upload/v1774794864/PR_1_WB_Candidates_2026_72d9f09a56.pdf,Official INC West Bengal candidate list PDF (29 Mar 2026),manual_seed
WB,Karandighi,Gautam Paul,All India Trinamool Congress,AITC,,https://static.aitcofficial.org/uploads/2026/03/AITC-Candidate-List-2026.pdf,Official AITC West Bengal candidate list PDF (Mar 2026),manual_seed
WB,Karandighi,Murshid Alam,Indian National Congress,INC,,https://res.cloudinary.com/dkplc2mbj/image/upload/v1774794864/PR_1_WB_Candidates_2026_72d9f09a56.pdf,Official INC West Bengal candidate list PDF (29 Mar 2026),manual_seed
WB,Hemtabad,Satyajit Barman,All India Trinamool Congress,AITC,,https://static.aitcofficial.org/uploads/2026/03/AITC-Candidate-List-2026.pdf,Official AITC West Bengal candidate list PDF (Mar 2026),manual_seed
WB,Hemtabad,Smt. Anamika Roy,Indian National Congress,INC,,https://res.cloudinary.com/dkplc2mbj/image/upload/v1774794864/PR_1_WB_Candidates_2026_72d9f09a56.pdf,Official INC West Bengal candidate list PDF (29 Mar 2026),manual_seed
WB,Kaliaganj,Nitai Baishya,All India Trinamool Congress,AITC,,https://static.aitcofficial.org/uploads/2026/03/AITC-Candidate-List-2026.pdf,Official AITC West Bengal candidate list PDF (Mar 2026),manual_seed
WB,Kaliaganj,Girdhari Pramanik,Indian National Congress,INC,,https://res.cloudinary.com/dkplc2mbj/image/upload/v1774794864/PR_1_WB_Candidates_2026_72d9f09a56.pdf,Official INC West Bengal candidate list PDF (29 Mar 2026),manual_seed
WB,Raiganj,Krishna Kalyani,All India Trinamool Congress,AITC,,https://static.aitcofficial.org/uploads/2026/03/AITC-Candidate-List-2026.pdf,Official AITC West Bengal candidate list PDF (Mar 2026),manual_seed
WB,Raiganj,Mohit Sengupta,Indian National Congress,INC,,https://res.cloudinary.com/dkplc2mbj/image/upload/v1774794864/PR_1_WB_Candidates_2026_72d9f09a56.pdf,Official INC West Bengal candidate list PDF (29 Mar 2026),manual_seed
